Date,EQ_WIG
1995-03-03,6698.9
1995-03-06,6720
1995-03-07,6668.5
1995-03-08,6662.3
1995-03-09,6661.6
1995-03-10,6561.5
1995-03-13,6521.9
1995-03-14,6347.9
1995-03-15,6352.6
1995-03-16,6282
1995-03-17,6210.3
1995-03-20,6153.7
1995-03-21,6069.6
1995-03-22,5977.1
1995-03-23,5922.1
1995-03-24,5949.5
1995-03-27,6070.5
1995-03-28,5904.7
1995-03-29,5945.6
1995-03-30,6059.1
1995-03-31,6175.9
1995-04-03,6166.8
1995-04-04,6328.5
1995-04-05,6486.6
1995-04-06,6739.9
1995-04-07,6919.9
1995-04-10,7264.5
1995-04-11,7375.4
1995-04-12,7382.4
1995-04-13,7110.2
1995-04-14,7304.4
1995-04-18,7622.4
1995-04-19,8125.6
1995-04-20,8535.7
1995-04-21,8394
1995-04-24,8941.6
1995-04-25,9268.7
1995-04-26,8611.6
1995-04-27,8917.2
1995-04-28,8761.8
1995-05-04,8725
1995-05-05,8566
1995-05-09,8679
1995-05-10,8936.4
1995-05-11,9198.9
1995-05-12,9396.9
1995-05-15,9274.5
1995-05-16,8908.7
1995-05-17,8528.6
1995-05-18,8436.7
1995-05-19,8298.1
1995-05-22,7832.4
1995-05-23,7433.9
1995-05-24,7977
1995-05-25,8494.2
1995-05-26,8048.6
1995-05-29,8412.3
1995-05-30,7901.7
1995-05-31,7936.7
1995-06-01,7667.8
1995-06-02,7677.9
1995-06-05,8065.7
1995-06-06,8178.3
1995-06-07,8229.2
1995-06-08,8198
1995-06-09,8123.3
1995-06-12,8079.3
1995-06-13,8041.7
1995-06-14,8035.9
1995-06-16,7819.8
1995-06-19,7758.3
1995-06-20,7956.8
1995-06-21,8104.1
1995-06-22,8072.5
1995-06-23,8139.7
1995-06-26,8410.1
1995-06-27,8530.5
1995-06-28,8378.9
1995-06-29,8557
1995-06-30,8701.3
1995-07-03,8755.3
1995-07-04,8739.7
1995-07-05,8577.6
1995-07-06,8608.4
1995-07-07,8605.7
1995-07-10,8589.7
1995-07-11,8494.2
1995-07-12,8334.9
1995-07-13,8471.8
1995-07-14,8486.5
1995-07-17,8769.6
1995-07-18,8984.9
1995-07-19,8817.5
1995-07-20,8780.5
1995-07-21,8663
1995-07-24,8456.2
1995-07-25,8379.4
1995-07-26,8440.4
1995-07-27,8657.7
1995-07-28,8573.7
1995-07-31,8399.3
1995-08-01,8343.2
1995-08-02,8422.8
1995-08-03,8375.1
1995-08-04,8341.2
1995-08-07,8381.2
1995-08-08,8317.7
1995-08-09,8300.5
1995-08-10,8440.2
1995-08-11,8563.5
1995-08-16,8602.9
1995-08-17,8557.6
1995-08-18,8533.3
1995-08-21,8507.4
1995-08-22,8458
1995-08-23,8465.7
1995-08-24,8489.2
1995-08-25,8503.1
1995-08-28,8496
1995-08-29,8460.7
1995-08-30,8381.6
1995-08-31,8361.1
1995-09-01,8436.1
1995-09-04,8564.9
1995-09-05,8676.1
1995-09-06,8697.6
1995-09-07,8742.2
1995-09-08,8931.4
1995-09-11,9171.9
1995-09-12,9342.4
1995-09-13,9217.1
1995-09-14,9370.1
1995-09-15,9132.2
1995-09-18,8895.1
1995-09-19,8758.4
1995-09-20,8825.2
1995-09-21,8805.1
1995-09-22,8807.6
1995-09-25,8728.6
1995-09-26,8717.3
1995-09-27,8843.5
1995-09-28,8747.4
1995-09-29,8761.1
1995-10-02,8749
1995-10-03,8676.5
1995-10-04,8432.6
1995-10-05,8358.4
1995-10-06,8425.9
1995-10-09,8218.3
1995-10-10,7968.1
1995-10-11,7981.1
1995-10-12,7995
1995-10-13,7892.8
1995-10-16,7982
1995-10-17,8139
1995-10-18,8117.9
1995-10-19,8080.9
1995-10-20,7852.6
1995-10-23,7905.8
1995-10-24,7838.7
1995-10-25,7879.8
1995-10-26,7916.3
1995-10-27,7846.7
1995-10-30,7817
1995-10-31,7796.2
1995-11-02,8071.1
1995-11-03,8193.7
1995-11-06,8274.3
1995-11-07,8315
1995-11-08,8331.7
1995-11-09,8275.1
1995-11-10,8164.4
1995-11-13,8116.9
1995-11-14,8162.9
1995-11-15,8189.2
1995-11-16,8144.6
1995-11-17,8147.8
1995-11-20,7838.1
1995-11-21,7788.4
1995-11-22,7977.5
1995-11-23,8011.5
1995-11-24,7966.6
1995-11-27,7962.6
1995-11-28,7947.3
1995-11-29,7894.4
1995-11-30,7864.5
1995-12-01,7916.2
1995-12-04,8007.6
1995-12-05,8078.7
1995-12-06,7937.2
1995-12-07,7922.4
1995-12-08,7867.8
1995-12-11,7965
1995-12-12,7957.6
1995-12-13,7894.1
1995-12-14,7883.2
1995-12-15,7836.7
1995-12-18,7824.6
1995-12-19,7725.6
1995-12-20,7455.2
1995-12-21,7478.9
1995-12-22,7568.3
1995-12-27,7659.5
1995-12-28,7653.6
1995-12-29,7585.9
1996-01-02,7725.2
1996-01-03,7826.7
1996-01-04,7960.1
1996-01-05,8298.9
1996-01-08,8484.4
1996-01-09,8811.5
1996-01-10,8807.8
1996-01-11,8980
1996-01-12,8926.2
1996-01-15,8834.8
1996-01-16,8798.7
1996-01-17,8912.2
1996-01-18,8791.2
1996-01-19,8712.7
1996-01-22,8899.9
1996-01-23,8962.1
1996-01-24,9274.3
1996-01-25,9716.7
1996-01-26,9969
1996-01-29,10182.1
1996-01-30,10171.5
1996-01-31,10413.1
1996-02-01,10277.3
1996-02-02,10501.6
1996-02-05,10452.4
1996-02-06,10522.3
1996-02-07,10422.9
1996-02-08,10503.2
1996-02-09,10713.5
1996-02-12,11160.3
1996-02-13,10748
1996-02-14,10663.8
1996-02-15,10554.6
1996-02-16,10569.2
1996-02-19,10539.5
1996-02-20,10249.7
1996-02-21,10169.4
1996-02-22,10413.4
1996-02-23,10338.2
1996-02-26,10413.6
1996-02-27,10502.1
1996-02-28,10630.6
1996-02-29,11028.5
1996-03-01,11147
1996-03-04,11469.8
1996-03-05,11658.3
1996-03-06,11810.8
1996-03-07,11898.6
1996-03-08,11941.8
1996-03-11,11419.3
1996-03-12,11403.6
1996-03-13,11552.1
1996-03-14,11421.5
1996-03-15,11484.1
1996-03-18,11801.8
1996-03-19,12042.3
1996-03-20,11807.4
1996-03-21,11731.1
1996-03-22,11467.3
1996-03-25,11328.7
1996-03-26,11298.1
1996-03-27,11414.4
1996-03-28,11292.6
1996-03-29,11378.5
1996-04-01,11489.7
1996-04-02,11434.8
1996-04-03,11416.8
1996-04-04,11519.5
1996-04-05,11612.3
1996-04-09,11641.1
1996-04-10,11663.8
1996-04-11,11671.4
1996-04-12,11663.4
1996-04-15,11697.3
1996-04-16,11818.2
1996-04-17,11931.6
1996-04-18,11907
1996-04-19,11940.9
1996-04-22,12140.7
1996-04-23,12370.1
1996-04-24,12413.7
1996-04-25,12499
1996-04-26,12377.3
1996-04-29,12454.1
1996-04-30,12439.6
1996-05-06,12570.3
1996-05-07,13114.5
1996-05-08,13211.6
1996-05-09,13257.9
1996-05-10,13097.2
1996-05-13,13072.8
1996-05-14,12842.1
1996-05-15,12743.6
1996-05-16,12810.3
1996-05-17,12857.1
1996-05-20,12898
1996-05-21,12683.2
1996-05-22,12413.5
1996-05-23,12015.2
1996-05-24,11936.7
1996-05-27,11909.2
1996-05-28,11835.7
1996-05-29,11875.9
1996-05-30,11738.3
1996-05-31,11894.7
1996-06-03,12060
1996-06-04,12314.8
1996-06-05,12359.9
1996-06-07,12646.9
1996-06-10,13025.5
1996-06-11,13140.9
1996-06-12,13082.5
1996-06-13,13024
1996-06-14,12840.2
1996-06-17,12944.6
1996-06-18,12974.3
1996-06-19,13091
1996-06-20,13033.2
1996-06-21,13097.8
1996-06-24,13483.6
1996-06-25,13670.7
1996-06-26,13861.9
1996-06-27,13841.2
1996-06-28,13708.7
1996-07-01,13781.4
1996-07-02,13616.3
1996-07-03,13699.1
1996-07-04,14243.2
1996-07-05,14282.2
1996-07-08,14003.9
1996-07-09,13872.6
1996-07-10,13634.1
1996-07-11,13424.9
1996-07-12,13269.6
1996-07-15,13394.3
1996-07-16,13096.9
1996-07-17,12875.2
1996-07-18,12714.5
1996-07-19,12670.6
1996-07-22,12466.8
1996-07-23,12391.8
1996-07-24,12587.2
1996-07-25,12754.2
1996-07-26,12772.5
1996-07-29,12977.4
1996-07-30,12898.7
1996-07-31,12887.3
1996-08-01,12619.4
1996-08-02,12336.8
1996-08-05,12823.8
1996-08-06,12686.5
1996-08-07,12373.6
1996-08-08,12458.1
1996-08-09,12620.3
1996-08-12,12549.2
1996-08-13,12448
1996-08-14,12492.6
1996-08-16,12704.7
1996-08-19,12974.6
1996-08-20,13183.8
1996-08-21,13218.4
1996-08-22,13597.4
1996-08-23,13888.2
1996-08-26,13814.4
1996-08-27,13645.1
1996-08-28,13779.6
1996-08-29,13691
1996-08-30,13932
1996-09-02,14039.4
1996-09-03,13970.1
1996-09-04,13882.3
1996-09-05,13657.4
1996-09-06,13568.1
1996-09-09,13678.2
1996-09-10,13883.4
1996-09-11,13818.1
1996-09-12,14010.4
1996-09-13,14296.3
1996-09-16,14623.8
1996-09-17,14809.5
1996-09-18,14832.7
1996-09-19,14536.9
1996-09-20,14504.1
1996-09-23,14656.5
1996-09-24,14585.3
1996-09-25,14406.6
1996-09-26,14454
1996-09-27,14735.5
1996-09-30,14744
1996-10-01,14753.6
1996-10-02,14726.1
1996-10-03,14631.7
1996-10-04,14675.9
1996-10-07,14819.7
1996-10-08,14993
1996-10-09,15078.7
1996-10-10,15049
1996-10-11,14920.4
1996-10-14,14893.1
1996-10-15,14958.3
1996-10-16,14908.3
1996-10-17,14821.8
1996-10-18,14718.4
1996-10-21,14380.3
1996-10-22,14133.4
1996-10-23,14123.4
1996-10-24,13745.6
1996-10-25,13499.4
1996-10-28,13149
1996-10-29,12873.3
1996-10-30,13280.2
1996-10-31,13497.9
1996-11-04,13535.4
1996-11-05,13472.6
1996-11-06,13891.6
1996-11-07,13919.8
1996-11-08,13874.8
1996-11-12,13716.3
1996-11-13,13547.4
1996-11-14,13392.1
1996-11-15,13562.7
1996-11-18,13619.6
1996-11-19,13671
1996-11-20,13595.8
1996-11-21,13628.4
1996-11-22,13670.3
1996-11-25,13743.8
1996-11-26,13659.9
1996-11-27,13725.6
1996-11-28,13696.7
1996-11-29,13789.7
1996-12-02,13653.3
1996-12-03,13568.4
1996-12-04,13531
1996-12-05,13634.6
1996-12-06,13531.1
1996-12-09,13322.5
1996-12-10,13290
1996-12-11,13515.9
1996-12-12,13691.2
1996-12-13,13706.3
1996-12-16,13667
1996-12-17,13717.8
1996-12-18,13818.6
1996-12-19,13851.9
1996-12-20,14051
1996-12-23,14320.8
1996-12-24,14165.5
1996-12-30,14143.8
1996-12-31,14342.8
1997-01-02,14423.8
1997-01-03,14484.8
1997-01-06,14421.6
1997-01-07,14772.1
1997-01-08,15087.9
1997-01-09,15249.3
1997-01-10,15418.9
1997-01-13,15441
1997-01-14,15588.8
1997-01-15,15545.9
1997-01-16,15846.7
1997-01-17,15974.6
1997-01-20,15944.9
1997-01-21,15979.3
1997-01-22,16033.1
1997-01-23,16341.2
1997-01-24,16628.1
1997-01-27,16910.4
1997-01-28,16679.6
1997-01-29,16299
1997-01-30,16167.9
1997-01-31,16105.5
1997-02-03,16510.9
1997-02-04,16525.2
1997-02-05,16582.9
1997-02-06,16914.2
1997-02-07,17457.9
1997-02-10,17603.9
1997-02-11,17543.7
1997-02-12,17700.4
1997-02-13,17822.2
1997-02-14,18177.2
1997-02-17,18122.3
1997-02-18,18339.4
1997-02-19,18295
1997-02-20,18206.6
1997-02-21,18136.2
1997-02-24,18090.8
1997-02-25,18122
1997-02-26,18251.3
1997-02-27,17824.4
1997-02-28,17543.8
1997-03-03,17419.7
1997-03-04,17399.8
1997-03-05,17539.9
1997-03-06,17514.9
1997-03-07,17704
1997-03-10,17596.1
1997-03-11,17719
1997-03-12,17830.2
1997-03-13,17414.8
1997-03-14,16687.1
1997-03-17,16646
1997-03-18,16758
1997-03-19,16462.8
1997-03-20,16087.5
1997-03-21,15969.9
1997-03-24,16192.2
1997-03-25,16163.2
1997-03-26,16354.8
1997-03-27,16690.4
1997-04-01,16103
1997-04-02,15596.2
1997-04-03,15652.7
1997-04-04,15670.2
1997-04-07,15992.2
1997-04-08,16244.7
1997-04-09,16362.2
1997-04-10,16333.1
1997-04-11,16263.8
1997-04-14,15846.6
1997-04-15,16038.5
1997-04-16,16281.5
1997-04-17,16282.1
1997-04-18,16376.9
1997-04-21,16634.9
1997-04-22,16721.4
1997-04-23,17016.3
1997-04-24,16968.8
1997-04-25,16669.1
1997-04-28,16316.6
1997-04-29,16299.3
1997-04-30,16546.7
1997-05-05,16744.3
1997-05-06,16899.1
1997-05-07,16554.5
1997-05-08,16368.3
1997-05-09,16424.2
1997-05-12,16244.2
1997-05-13,16245.2
1997-05-14,16222.4
1997-05-15,16283.5
1997-05-16,16382.3
1997-05-19,16474.2
1997-05-20,16453.3
1997-05-21,16489
1997-05-22,16434.6
1997-05-23,16179
1997-05-26,15899.6
1997-05-27,15751.7
1997-05-28,15802.6
1997-05-30,15941.7
1997-06-02,16179.7
1997-06-03,16170.3
1997-06-04,15991.9
1997-06-05,15818.1
1997-06-06,16000.6
1997-06-09,16002.2
1997-06-10,15993.7
1997-06-11,16119.3
1997-06-12,16437
1997-06-13,16482.1
1997-06-16,16253.6
1997-06-17,16103.3
1997-06-18,15902.2
1997-06-19,15996.9
1997-06-20,16048.1
1997-06-23,15862.6
1997-06-24,15696
1997-06-25,15606
1997-06-26,15177.2
1997-06-27,15147.7
1997-06-30,15163.8
1997-07-01,15087.9
1997-07-02,15066.6
1997-07-03,15208.8
1997-07-04,15572.8
1997-07-07,15685
1997-07-08,15735.7
1997-07-09,15883.1
1997-07-10,15933.6
1997-07-11,15832.8
1997-07-14,15455.8
1997-07-15,15107.7
1997-07-16,15268.4
1997-07-17,15406.1
1997-07-18,15348.9
1997-07-21,15226.4
1997-07-22,15135
1997-07-23,15189
1997-07-24,15102.9
1997-07-25,15056.8
1997-07-28,14920.1
1997-07-29,14913.5
1997-07-30,15029.8
1997-07-31,15166.7
1997-08-01,15116.8
1997-08-04,15148.8
1997-08-05,15269.8
1997-08-06,15510
1997-08-07,15930.4
1997-08-08,16759.7
1997-08-11,17307.7
1997-08-12,17166.5
1997-08-13,17220.5
1997-08-14,16920.4
1997-08-18,16428.7
1997-08-19,16564.7
1997-08-20,16844.3
1997-08-21,16832.4
1997-08-22,16755.4
1997-08-25,16706.4
1997-08-26,16681.2
1997-08-27,16904.7
1997-08-28,17022
1997-08-29,16833.1
1997-09-01,16553.1
1997-09-02,16675.1
1997-09-03,17061.9
1997-09-04,17071.5
1997-09-05,17051.8
1997-09-08,17236.9
1997-09-09,17438.8
1997-09-10,17587.6
1997-09-11,17456
1997-09-12,17586.1
1997-09-15,17712
1997-09-16,17782.6
1997-09-17,17859
1997-09-18,17776.4
1997-09-19,17920.6
1997-09-22,17979.9
1997-09-23,18016.2
1997-09-24,17995.7
1997-09-25,17834.8
1997-09-26,17485.9
1997-09-29,17473.9
1997-09-30,17482.8
1997-10-01,17534
1997-10-02,17559.5
1997-10-03,17524.1
1997-10-06,17521.1
1997-10-07,17555.2
1997-10-08,17366.5
1997-10-09,17414.1
1997-10-10,17488.4
1997-10-13,17562.7
1997-10-14,17877.2
1997-10-15,18052.2
1997-10-16,18112.1
1997-10-17,17867.6
1997-10-20,17873.2
1997-10-21,17788.6
1997-10-22,17792.5
1997-10-23,17576.4
1997-10-24,17055.3
1997-10-27,16573.8
1997-10-28,14953.7
1997-10-29,16011.1
1997-10-30,15415.6
1997-10-31,15371.9
1997-11-03,15692
1997-11-04,15976
1997-11-05,15977.2
1997-11-06,15972.3
1997-11-07,15630.5
1997-11-12,15071.1
1997-11-13,14398.5
1997-11-14,14527.6
1997-11-17,14895.3
